Id;R;Nome;Squadra;Pg;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Asf;Amm;Esp;Au
235;C;LAXALT;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;C;LAZOVIC;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;C;PEROTTI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;C;RINCON;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;D;GHIGLIONE;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;A;PANDEV;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;A;PAVOLETTI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;P;BERNI;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;P;HANDANOVIC;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;D;ANDREOLLI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;D;BIRAGHI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;D;D'AMBROSIO;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
254;D;DIMARCO;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;D;JUAN JESUS;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
257;D;MIRANDA;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
261;D;RANOCCHIA;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;D;SANTON;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;C;BESSA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;C;BROZOVIC;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;C;BIABIANY;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;A;ICARDI;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;A;PALACIO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;D;BARZAGLI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;D;BONUCCI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;D;CACERES;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;D;CHIELLINI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;D;RUGANI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;D;ASAMOAH;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;C;BUCHEL;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;C;KHEDIRA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;C;MARCHISIO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301;C;PADOIN;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;C;STURARO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;A;CERRI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;A;DYBALA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;A;MANDZUKIC;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;P;BERISHA E;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;P;GUERRIERI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
318;P;MARCHETTI;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;D;BASTA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;D;DE VRIJ;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;D;PATRIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;D;RADU;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;C;BIGLIA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;C;CANDREVA;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;C;CATALDI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;C;CRECCO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;C;LULIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;C;PAROLO;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;A;DJORDJEVIC;Chievo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;P;DONNARUMMA G;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;D;ABATE;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;D;ANTONELLI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;D;CALABRIA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;D;DE SCIGLIO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;D;SIMIC S;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;D;ZAPATA C;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;C;BERTOLACCI;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;C;BONAVENTURA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;C;MAURI J;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;C;MONTOLIVO;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;C;POLI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;A;SUSO;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;C;VERDI;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;A;MATRI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;A;NIANG;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;A;PETAGNA;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;P;GABRIEL;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;P;RAFAEL CABRAL;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;P;REINA;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;D;ALBIOL;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;D;GHOULAM;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392;D;KOULIBALY;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;D;LUPERTO;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
395;D;STRINIC;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397;C;ALLAN;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;C;DEZI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;C;HAMSIK;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;C;VALDIFIORI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;A;CALLEJON;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;A;HIGUAIN;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;A;INSIGNE;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;A;MERTENS;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;P;SORRENTINO;Chievo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
418;D;GOLDANIGA;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
419;D;GONZALEZ G;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;C;HILJEMARK;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438;C;RIGONI L;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;A;BELOTTI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;A;LA GUMINA;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;P;SZCZESNY;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;D;MANOLAS;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;D;ROMAGNOLI A;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;C;DE ROSSI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464;D;FLORENZI;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;C;NAINGGOLAN;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;C;PJANIC;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;C;STROOTMAN;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472;A;DESTRO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;A;IAGO FALQUE;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478;A;LJAJIC;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487;D;DE SILVESTRI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;D;REGINI;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491;D;SALAMON;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
492;D;SILVESTRE;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;D;ZUKANOVIC;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494;C;BARRETO;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495;C;CORREA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;P;CONSIGLI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;P;PEGOLO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;D;ACERBI;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;D;ARIAUDO;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;D;DELL'ORCO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;D;GAZZOLA;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;D;PELUSO;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;D;TERRANOVA;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;D;VRSALJKO;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;C;DUNCAN;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;C;MAGNANELLI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;C;MISSIROLI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;C;PELLEGRINI LO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;A;BERARDI;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;A;FALCINELLI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;A;FLOCCARI;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;A;POLITANO;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;P;GOMIS A;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;P;ICHAZO;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;P;PADELLI;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;D;MAKSIMOVIC;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;D;MOLINARO;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;D;MORETTI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;C;ACQUAH;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;C;BASELLI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;C;BENASSI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;C;OBI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;A;QUAGLIARELLA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;P;KARNEZIS;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;P;MERET;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;P;SCUFFET;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;D;ADNAN;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;D;DANILO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;D;HEURTAUX;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;D;WAGUE;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
589;C;BADU;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;C;PONTISSO;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
600;C;VERRE;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;A;PERICA;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
606;A;THEREAU;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;A;ZAPATA D;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
610;P;GOLLINI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
611;P;RAFAEL;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
615;D;HELANDER;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621;C;ROMULO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
626;C;HALLFREDSSON;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;C;IONITA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;D;SALA;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;C;VIVIANI;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;C;FARES;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
637;A;SILIGARDI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
640;D;CHIRICHES;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
643;A;DEFREL;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
644;C;PULGAR;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
645;C;MILINKOVIC-SAVIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
647;A;DZEKO;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
651;C;MAIELLO;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
652;A;KALINIC;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
662;D;ALEX SANDRO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
663;D;KRAFTH;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
669;C;DONSAH;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
695;D;TOLOI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
697;C;CUADRADO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
702;C;GIACCHERINI;Chievo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
704;C;PERISIC;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
706;D;ANSALDI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
708;D;FELIPE;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
713;C;DZEMAILI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
718;A;RODRIGUEZ A;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720;P;BELEC;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
726;C;VITALE;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
729;D;PEREIRA P;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
761;P;AUDERO;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
765;D;AJETI;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
770;D;PEZZELLA GIU;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771;C;BOATENG;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
778;A;TUMMINELLO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
779;C;CRISTANTE;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
780;D;CIONEK;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
785;A;IMMOBILE;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
787;D;DJIMSITI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
788;C;FREULER;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
789;A;TROTTA;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
790;D;SAMIR;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
795;A;EL SHAARAWY;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
798;D;SKRINIAR;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
799;P;BARDI;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
801;C;GAGLIARDINI;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0
809;C;NINKOVIC;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
813;C;BALIC;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
817;D;COSTA F;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0
819;A;FAVILLI;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
824;D;ADJAPONG;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827;C;LOCATELLI M;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1839;A;EDERA;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1843;P;RADU I;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;D;CALDARA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1850;C;KESSIE';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1852;D;SPINAZZOLA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1857;A;DI FRANCESCO F;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1858;C;KREJCI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1859;C;NAGY;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1864;D;BRUNO ALVES;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1865;D;CAPUANO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1866;D;CEPPITELLI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1867;D;KRAJNC;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1868;D;MURRU;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1869;D;PISACANE;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1870;C;BARELLA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1871;C;DEIOLA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1872;C;DESSENA;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1873;C;DI GENNARO D;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1874;C;JOAO PEDRO;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1875;C;MUNARI;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1876;D;PAJAC;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1879;A;FARIAS;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1882;A;SAU;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1891;D;CECCHERINI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1895;D;FERRARI G;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1917;P;DRAGOWSKI;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1918;D;DIKS;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1930;P;PINSOGLIO;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1931;D;BENATIA;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1933;C;MANDRAGORA;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1934;P;STRAKOSHA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1935;P;VARGIC;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1936;C;MINALA;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1939;A;LAPADULA;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1941;P;FULIGNATI;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1946;P;ARESTI;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1958;A;CAPRARI;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1967;C;GERSON;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1970;P;TOZZO;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;A;SCHICK;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0;0
